Crop,Category,Irrigated_area_ha__minValue,Irrigated_area_ha__maxValue,Electricity_kWh_ha__minValue,Electricity_kWh_ha__maxValue,Manure_kgha__minValue,Manure_kgha__maxValue,Urea_kgha__minValue,Urea_kgha__maxValue,MAP_kgha__minValue,MAP_kgha__maxValue,UAN_kgha__minValue,UAN_kgha__maxValue,CAN_kgha__minValue,CAN_kgha__maxValue,Compost_kg_ha__minValue,Compost_kg_ha__maxValue,Digestate_kg_ha__minValue,Digestate_kg_ha__maxValue,Acaricide_kgha__minValue,Acaricide_kgha__maxValue,Biocide_NE_kgha__minValue,Biocide_NE_kgha__maxValue,Seed_share_pct__minValue,Seed_share_pct__maxValue,Manure_type__minValue,Manure_type__maxValue,count__minValue,count__maxValue,Region__minValue,Region__maxValue,Province__minValue,Province__maxValue,Seeding_date__minValue,Seeding_date__maxValue,Harvest_date__minValue,Harvest_date__maxValue,Cycle_length_months__minValue,Cycle_length_months__maxValue,Area_ha__minValue,Area_ha__maxValue,Yield_kgha__minValue,Yield_kgha__maxValue,Irrig_m3__minValue,Irrig_m3__maxValue,Irrig_equipment__minValue,Irrig_equipment__maxValue,Packaging_type1__minValue,Packaging_type1__maxValue,Packaging_type2__minValue,Packaging_type2__maxValue,Fuel_type__minValue,Fuel_type__maxValue,Fuel_unit__minValue,Fuel_unit__maxValue,Fuel_ha__minValue,Fuel_ha__maxValue,NPK_kgha__minValue,NPK_kgha__maxValue,AN_kgha__minValue,AN_kgha__maxValue,AP_kgha__minValue,AP_kgha__maxValue,AS_kgha__minValue,AS_kgha__maxValue,Total_fert_min_kgha__minValue,Total_fert_min_kgha__maxValue,Total_fert_org_kgha__minValue,Total_fert_org_kgha__maxValue,Insecticide_kgha__minValue,Insecticide_kgha__maxValue,Herbicide_kgha__minValue,Herbicide_kgha__maxValue,Fungicide_kgha__minValue,Fungicide_kgha__maxValue,Total_pesticides_kgha__minValue,Total_pesticides_kgha__maxValue,Seed_kgha__minValue,Seed_kgha__maxValue,Organic_estiercol_kgha__minValue,Organic_estiercol_kgha__maxValue,Organic_fermentado_kgha__minValue,Organic_fermentado_kgha__maxValue,Organic_liquido_kgha__minValue,Organic_liquido_kgha__maxValue,Irrig_lake_m3__minValue,Irrig_lake_m3__maxValue,Irrig_river_m3__minValue,Irrig_river_m3__maxValue,Irrig_well_m3__minValue,Irrig_well_m3__maxValue,Irrigation_source__minValue,Irrigation_source__maxValue,Source_module__minValue,Source_module__maxValue,Output_basis__minValue,Output_basis__maxValue,Yield_data_status__minValue,Yield_data_status__maxValue,Yield_basis_note__minValue,Yield_basis_note__maxValue
CENTENO,transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,,,8.0,8.0,0.36000000000000004,0.36000000000000004,2957.8877005347613,2957.8877005347613,,,,,,,,,,,,,0.0,0.0,133.4095205882353,133.4095205882353,66.70476029411765,66.70476029411765,,,,,100.05714044117646,100.05714044117646,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
CHOCHO,transitory,0.29000000000000004,0.29000000000000004,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.75,0.75,,,130.0,130.0,,,,,,,,,9.0,9.0,0.3,0.3,1938.2133018496656,1938.2133018496656,,,,,,,,,,,,,0.0,0.0,49.30351847826087,49.30351847826087,133.28637333846154,133.28637333846154,,,,,0.0,0.0,0.0,0.0,2.0344827586206895,2.0344827586206895,3.75,3.75,3.7037037037037033,3.7037037037037033,0.0,0.0,11.36363636363636,11.36363636363636,635.029318,635.029318,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
CILANTRO,transitory,0.18,0.18,0.0,0.0,4535.9237,4535.9237,,,,,,,,,,,,,0.0,0.0,0.0,0.0,24.0,24.0,,,176.0,176.0,,,,,,,,,2.0,2.0,0.16,0.16,4772.72727272727,4772.72727272727,10434.782608695654,10434.782608695654,,,,,,,,,,,2475.7000000000003,2475.7000000000003,125.99788055555555,125.99788055555555,150.0,150.0,,,,,75.0,75.0,4535.9237,4535.9237,2.3333333333333335,2.3333333333333335,2.272727272727273,2.272727272727273,2.7777777777777777,2.7777777777777777,3.9097276939102565,3.9097276939102565,54.545454545454476,54.545454545454476,4535.9237,4535.9237,4535.9237,4535.9237,,,0.0,0.0,10434.782608695654,10434.782608695654,0.0,0.0,,,,,,,,,,
COL,transitory,0.18,0.18,0.0,0.0,4535.9237,4535.9237,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,139.0,139.0,,,,,,,,,2.0,2.0,0.18,0.18,6818.181818181808,6818.181818181808,10434.782608695654,10434.782608695654,,,,,,,,,,,2475.7000000000003,2475.7000000000003,164.99722453703703,164.99722453703703,192.59978805555556,192.59978805555556,60.0,60.0,290.0,290.0,114.85191419871794,114.85191419871794,4535.9237,4535.9237,4.0,4.0,3.0017921146953404,3.0017921146953404,3.7037037037037033,3.7037037037037033,8.0,8.0,,,4535.9237,4535.9237,4535.9237,4535.9237,100.0,100.0,0.0,0.0,10434.782608695654,10434.782608695654,0.0,0.0,,,,,,,,,,
COLIFLOR,transitory,0.31,0.31,0.0,0.0,3779.936416666667,3779.936416666667,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,47.0,47.0,,,,,,,,,11.0,11.0,0.31,0.31,7272.727272727249,7272.727272727249,10434.782608695654,10434.782608695654,,,,,,,,,,,2475.7000000000003,2475.7000000000003,147.41752025,147.41752025,180.0,180.0,80.0,80.0,180.0,180.0,147.41752025,147.41752025,3779.936416666667,3779.936416666667,3.7037037037037033,3.7037037037037033,1.6363636363636365,1.6363636363636365,3.464755077658303,3.464755077658303,6.451612903225807,6.451612903225807,,,3489.172076923077,3489.172076923077,5000.0,5000.0,20.0,20.0,0.0,0.0,10434.782608695654,10434.782608695654,0.0,0.0,,,,,,,,,,
ESPINACA,transitory,0.01,0.01,0.0,0.0,9071.8474,9071.8474,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,21.0,21.0,,,,,,,,,4.0,4.0,0.01,0.01,9090.909090909088,9090.909090909088,7500.0,7500.0,,,,,,,,,,,371.355,371.355,241.91593066666667,241.91593066666667,,,,,,,0.0,0.0,9071.8474,9071.8474,1.5,1.5,1.5,1.5,0.37799364166666666,0.37799364166666666,0.0,0.0,,,4535.9237,4535.9237,4535.9237,4535.9237,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
FREJOL SECO (VAINA SECA),transitory,0.04,0.04,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,,,,,,,,3.0,3.0,0.03,0.03,4242.424242424232,4242.424242424232,6956.521739130435,6956.521739130435,,,,,,,,,,,0.0,0.0,566.9904625,566.9904625,,,,,,,0.0,0.0,0.0,0.0,25.0,25.0,,,,,0.0,0.0,,,5669.904625,5669.904625,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
FREJOL TIERNO (GRANO TIERNO),transitory,0.6,0.6,0.0,0.0,188.99682083333335,188.99682083333335,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,4.0,4.0,,,,,,,,,2.0,2.0,0.6,0.6,2272.7272727272666,2272.7272727272666,6956.521739130435,6956.521739130435,,,,,,,,,,,2475.7000000000003,2475.7000000000003,291.91593066666667,291.91593066666667,,,,,,,50.0,50.0,188.99682083333335,188.99682083333335,0.6166666666666667,0.6166666666666667,,,0.6166666666666667,0.6166666666666667,0.8666666666666667,0.8666666666666667,,,377.9936416666667,377.9936416666667,,,,,0.0,0.0,6956.521739130435,6956.521739130435,0.0,0.0,,,,,,,,,,
HABA TIERNA (GRANO TIERNO),transitory,0.32,0.32,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,,,3.0,3.0,0.5700000000000001,0.5700000000000001,8009.740259740259,8009.740259740259,5217.391304347827,5217.391304347827,,,,,,,,,,,1856.775,1856.775,80.0,80.0,,,,,,,40.0,40.0,0.0,0.0,1.2,1.2,1.2,1.2,1.0,1.0,1.7,1.7,,,,,,,,,0.0,0.0,2608.6956521739135,2608.6956521739135,0.0,0.0,,,,,,,,,,
HUERTO FRUTAL,transitory,,,0.0,0.0,272.155422,272.155422,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,,,2.0,2.0,,,,,,,,,7.0,7.0,0.5,0.5,1272.727272727272,1272.727272727272,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,136.077711,136.077711,,,,,,,0.0,0.0,12.727272727272721,12.727272727272721,272.155422,272.155422,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
HUERTO HORTICOLA,transitory,0.03,0.03,0.0,0.0,1889.9682083333335,1889.9682083333335,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,,,296.0,296.0,,,,,,,,,2.0,2.0,0.02,0.02,1363.636363636364,1363.636363636364,0.0,0.0,,,,,,,,,,,0.0,0.0,366.6666666666667,366.6666666666667,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,11.666666666666666,11.666666666666666,,,0.0,0.0,60.606060606060666,60.606060606060666,2267.96185,2267.96185,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
LECHUGA,transitory,0.16,0.16,0.0,0.0,4535.9237,4535.9237,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,160.0,160.0,,,,,,,,,9.0,9.0,0.15,0.15,6230.687916734423,6230.687916734423,10434.782608695654,10434.782608695654,,,,,,,,,,,2475.7000000000003,2475.7000000000003,161.99727499999997,161.99727499999997,226.79618499999998,226.79618499999998,,,,,90.718474,90.718474,4535.9237,4535.9237,3.7037037037037033,3.7037037037037033,2.272727272727273,2.272727272727273,3.489172076923077,3.489172076923077,6.451612903225807,6.451612903225807,,,4535.9237,4535.9237,4535.9237,4535.9237,,,0.0,0.0,10434.782608695654,10434.782608695654,0.0,0.0,,,,,,,,,,
LENTEJA,transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,,,2.0,2.0,,,,,,,,,9.0,9.0,0.53,0.53,162.87878787878802,162.87878787878802,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,1.36363636363636,1.36363636363636,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
MAIZ DURO SECO (MAZORCA),transitory,0.42,0.42,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,,,4.0,4.0,,,,,,,,,7.0,7.0,0.12,0.12,1038.9610389610398,1038.9610389610398,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0.0,0.0,8.658008658008667,8.658008658008667,345.5941866666667,345.5941866666667,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
MAIZ SUAVE SECO (MAZORCA),transitory,0.47500000000000003,0.47500000000000003,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.5,1.5,,,12.0,12.0,,,,,,,,,11.0,11.0,0.5,0.5,657.4675324675316,657.4675324675316,11304.347826086958,11304.347826086958,,,,,,,,,,,0.0,0.0,56.699046249999995,56.699046249999995,127.0058636,127.0058636,,,,,9.071847400000001,9.071847400000001,0.0,0.0,1.5692307692307692,1.5692307692307692,,,,,0.15625,0.15625,21.1229946524064,21.1229946524064,725.747792,725.747792,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
MANDARINA,transitory,0.12,0.12,0.0,0.0,1511.9745666666668,1511.9745666666668,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,,4.0,4.0,0.12,0.12,7575.757575757574,7575.757575757574,18260.869565217392,18260.869565217392,,,,,,,,,,,2475.7000000000003,2475.7000000000003,75.59872833333334,75.59872833333334,37.79936416666667,37.79936416666667,,,,,113.3980925,113.3980925,1511.9745666666668,1511.9745666666668,8.333333333333334,8.333333333333334,,,,,8.333333333333334,8.333333333333334,,,1511.9745666666668,1511.9745666666668,,,,,0.0,0.0,18260.869565217392,18260.869565217392,0.0,0.0,,,,,,,,,,
MARACUYA,transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,,9.0,9.0,2.0,2.0,1363.636363636365,1363.636363636365,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
MASHUA,transitory,0.3,0.3,0.0,0.0,453.59237,453.59237,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10.0,10.0,,,2.0,2.0,,,,,,,,,5.0,5.0,0.3,0.3,22878.787878787916,22878.787878787916,10434.782608695654,10434.782608695654,,,,,,,,,,,2475.7000000000003,2475.7000000000003,113.39809250000002,113.39809250000002,,,,,,,113.39809250000002,113.39809250000002,453.59237,453.59237,,,,,1.8899682083333336,1.8899682083333336,1.8899682083333336,1.8899682083333336,484.84848484848334,484.84848484848334,453.59237,453.59237,,,,,0.0,0.0,10434.782608695654,10434.782608695654,0.0,0.0,,,,,,,,,,
MELLOCO,transitory,0.27,0.27,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,,,22.0,22.0,,,,,,,,,7.0,7.0,0.14500000000000002,0.14500000000000002,8181.818181818184,8181.818181818184,,,,,,,,,,,,,0.0,0.0,226.79618499999998,226.79618499999998,,,,,,,226.79618499999998,226.79618499999998,0.0,0.0,1.8867924528301885,1.8867924528301885,11.666666666666666,11.666666666666666,22.6796185,22.6796185,0.5,0.5,194.80519480519425,194.80519480519425,793.7866475000001,793.7866475000001,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
MELON,transitory,7.5,7.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10.0,10.0,,,11.0,11.0,,,,,,,,,6.0,6.0,6.0,6.0,16000.0,16000.0,7500.0,7500.0,,,,,,,,,,,1732.99,1732.99,250.0,250.0,188.0,188.0,,,100.0,100.0,400.0,400.0,0.0,0.0,3.8793103448275863,3.8793103448275863,1.5,1.5,2.2,2.2,2.7586206896551726,2.7586206896551726,423.19749216301034,423.19749216301034,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
NABO,transitory,0.265,0.265,0.0,0.0,4084.7699986559137,4084.7699986559137,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,46.0,46.0,,,,,,,,,6.0,6.0,0.265,0.265,4318.18181818182,4318.18181818182,10434.782608695654,10434.782608695654,,,,,,,,,,,2475.7000000000003,2475.7000000000003,125.99788055555555,125.99788055555555,,,,,,,114.85191419871794,114.85191419871794,4084.7699986559137,4084.7699986559137,3.2258064516129035,3.2258064516129035,2.272727272727273,2.272727272727273,3.2258064516129035,3.2258064516129035,8.333333333333334,8.333333333333334,,,4084.7699986559137,4084.7699986559137,,,,,0.0,0.0,10434.782608695654,10434.782608695654,0.0,0.0,,,,,,,,,,
OCA,transitory,0.2,0.2,0.0,0.0,1860.7771099999998,1860.7771099999998,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,5.0,5.0,,,,,,,,,9.0,9.0,0.1,0.1,1363.6363636363599,1363.6363636363599,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,1860.7771099999998,1860.7771099999998,2.5,2.5,,,,,0.0,0.0,147.727272727273,147.727272727273,4535.9237,4535.9237,1360.7771099999998,1360.7771099999998,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
OTROS TRANSITORIOS,transitory,0.01,30.0,0.0,0.0,0.0,136077.711,,,,,,,,,,,,,0.0,0.0,0.0,60.0,0.1,65.0,,,1786.0,1786.0,,,,,,,,,0.0,11.0,0.0,30.0,22.7272727272725,119318.18181818198,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,0.25,9071.8474,0.0,1814.36948,1.7094017094017095,544.310844,0.4724920520833334,290.0,0.0,9071.8474,0.0,136077.711,0.030239491333333337,125.0,0.18899682083333336,56.699046249999995,0.06666666666666667,60.478982666666674,0.0,125.0,0.45454545454545503,6969.696969696977,0.0,136077.711,0.0,10000.0,0.0,1200.0,0.0,10434.782608695654,0.0,10434.782608695654,0.0,10434.782608695654,,,,,,,,,,
