count,Region,Province,Crop,Category,Seeding_date,Harvest_date,Cycle_length_months,Area_ha,Yield_kgha,Straw_kgha,Export_straw_percent,Irrig_m3,Water_source,Irrig_equipment,Packaging_type1,Packaging_type1_kgha,Packaging_type2,Packaging_type2_kgha,Fuel_type,Fuel_unit,Fuel_ha,Urea_kgha,NPK_kgha,NPK_N_percent,NPK_P_percent,NPK_K_percent,MAP_kgha,UAN_kgha,AN_kgha,AP_kgha,AS_kgha,CAN_kgha,Total_fert_min_kgha,Manure_kgha,Manure_type,Compost_kg_ha,Digestate_kg_ha,Total_fert_org_kgha,N_tot,N_min,N_orga,P_tot,P_min,P_orga,K_tot,K_min,K_orga,Insecticide_kgha,Herbicide_kgha,Fungicide_kgha,Acaricide_kgha,Biocide_NE_kgha,Total_pesticides_kgha,Seed_kgha,Equipement_phyto,Molecule_name_1,Dose_kgha_1,Phase_application_1,Molecule_name_2,Dose_kgha_2,Phase_application_2,Molecule_name_3,Dose_kgha_3,Phase_application_3,Molecule_name_4,Dose_kgha_4,Phase_application_4,Molecule_name_5,Dose_kgha_5,Phase_application_5,Molecule_name_6,Dose_kgha_6,Phase_application_6,Molecule_name_7,Dose_kgha_7,Phase_application_7,Molecule_name_8,Dose_kgha_8,Phase_application_8,Molecule_name_9,Dose_kgha_9,Phase_application_9,Transport_1,Transport_type_1,Transport_tkm_1,Transport_2,Transport_type_2,Transport_tkm_2,Transport_3,Transport_type_3,Transport_tkm_3,Transport_4,Transport_type_4,Transport_tkm_4,Transport_tkm,Transport_type,Organic_estiercol_kgha,Organic_fermentado_kgha,Organic_liquido_kgha
40,costa,SANTA ELENA,OTROS PERMANENTES,permanent,2024-01-01,2024-12-01,11.0,2.0,4999.999999999997,,,0.0,,sin riego,CAJA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,150.0,,,,,,150.0,80.0,40.0,,0.0,0.0,,,,0.0,,,,,,,,,,0.8,1.5,4.151515151515152,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4545.454545454546,,
11,costa,SANTA ELENA,OTROS TRANSITORIOS,transitory,2024-08-01,2024-10-01,2.0,3.34,5833.333333333333,,,0.0,,sin riego,SACO,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2216.2455,,250.0,,,,,,232.55813953488374,,,,232.55813953488374,0.0,,,,0.0,,,,,,,,,,2.552631578947368,1.8596491228070176,2.1052631578947367,0.0,0.0,3.5,232.72727272727263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2105263157894735
1,costa,SANTA ELENA,PIÑA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.5,11363.63636363636,,,,,,LIBRA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,costa,SANTA ELENA,PLÁTANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.0,4363.636363636366,,,0.0,,surcos,OTRA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,,200.0,,,,,,120.0,,,,0.0,0.0,,,,0.0,,,,,,,,,,2.0,1.1666666666666667,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.166666666666668
6,costa,SANTO DOMINGO DE LOS TSÁCHILAS,BANANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.5,9863.63636363636,,,0.0,,sin riego,OTRA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,,200.0,,,,,,,,,,0.0,226.796185,,,,226.796185,,,,,,,,,,0.6666666666666666,0.6666666666666666,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.59237,333.3,6.666666666666667
339,costa,SANTO DOMINGO DE LOS TSÁCHILAS,CACAO (ALMENDRA SECA),permanent,2024-01-01,2024-12-01,11.0,2.95,546.6258866402034,,,0.0,,sin riego,QUINTAL,,ALMENDRA SECA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,128.94088669950742,,,,,,100.0,,2.5,,0.0,0.0,,,,0.0,,,,,,,,,,1.0,1.3333333333333333,0.3389830508474576,0.0,0.0,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.873896,227.23338246506023,2.0
13,costa,SANTO DOMINGO DE LOS TSÁCHILAS,CAFÉ (GRANO ORO),permanent,2024-01-01,2024-12-01,11.0,1.24,575.6198347107445,,,0.0,,sin riego,QUINTAL,,GRANO ORO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,200.0,,,,,,176.4287166971731,,,,0.0,0.0,,,,0.0,,,,,,,,,,2.0,2.0168124194969836,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,costa,SANTO DOMINGO DE LOS TSÁCHILAS,CAÑA DE AZÚCAR / OTROS USOS (TALLO FRESCO),permanent,2024-01-01,2024-12-01,11.0,2.0,15000.0,,,0.0,,sin riego,,,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2832.0108,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,costa,SANTO DOMINGO DE LOS TSÁCHILAS,LIMÓN (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.0,2954.54545454545,,,0.0,,sin riego,QUINTAL,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,,50.0,,,,,,,,,,50.0,0.0,,,,0.0,,,,,,,,,,1.0,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,costa,SANTO DOMINGO DE LOS TSÁCHILAS,MAIZ DURO SECO (GRANO SECO),transitory,2024-05-01,2024-05-01,0.0,1.0,1079.545454545455,,,0.0,,sin riego,QUINTAL,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,200.0,,,,,,500.0,,,,200.0,0.0,,,,0.0,,,,,,,,,,0.5,1.0,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,costa,SANTO DOMINGO DE LOS TSÁCHILAS,MAIZ SUAVE CHOCLO (CHOCLO),transitory,2024-07-01,2024-10-01,3.0,0.1,863.636363636364,,,0.0,,sin riego,,,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,250.0,,,,,,,,,,250.0,0.0,,,,0.0,,,,,,,,,,5.0,5.0,,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,costa,SANTO DOMINGO DE LOS TSÁCHILAS,MARACUYÁ (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.48,4472.72727272727,,,0.0,,sin riego,QUINTAL,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,125.0,,,,,,120.0,,,,100.0,0.0,,,,0.0,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837.0490985000001,80.0,133.33333333333334
2,costa,SANTO DOMINGO DE LOS TSÁCHILAS,NARANJA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.75,3553.40909090909,,,0.0,,sin riego,LIBRA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,,100.0,,,,,,,,,,50.0,0.0,,,,0.0,,,,,,,,,,1.0,2.0,,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,costa,SANTO DOMINGO DE LOS TSÁCHILAS,ORITO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,2.0,4140.495867768596,,,0.0,,sin riego,CAJA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,,208.6811352253756,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,2.0,,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.873896,,
65,costa,SANTO DOMINGO DE LOS TSÁCHILAS,OTROS PERMANENTES,permanent,2024-01-01,2024-12-01,11.0,3.99,2952.7845036319613,,,0.0,,sin riego,TONELADA METR.,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,167.78523489932886,,,,,,125.20868113522538,30.05008347245409,440.0,,0.0,0.0,,,,0.0,,,,,,,,,,0.6666666666666666,1.5012520868113524,0.35,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.27283779604005,90.718474,
3,costa,SANTO DOMINGO DE LOS TSÁCHILAS,OTROS TRANSITORIOS,transitory,2024-07-01,2024-12-01,5.0,1.0,8290.90909090909,,,0.0,,sin riego,QUINTAL,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2216.2455,,190.0,,,,,,,,50.0,,80.0,0.0,,,,0.0,,,,,,,,,,2.226796185,4.0,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,costa,SANTO DOMINGO DE LOS TSÁCHILAS,PALMA AFRICANA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,22.0,13636.363636363632,,,0.0,,sin riego,TONELADA METR.,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,567.9936,,113.63636363636364,,,,,,250.71152094717667,,,,0.0,0.0,,,,0.0,,,,,,,,,,0.1503006012024048,1.4857142857142858,7.559872833333333,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.70588235294117,2318.0865097272726,
9,costa,SANTO DOMINGO DE LOS TSÁCHILAS,PALMITO (TALLO FRESCO),permanent,2024-01-01,2024-12-01,11.0,2.0,4297.520661157025,,,0.0,,sin riego,LIBRA,,TALLO FRESCO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,175.0,,,,,,,,,,100.0,0.0,,,,0.0,,,,,,,,,,1.5,2.7777777777777777,,0.0,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5925925925926,,
20,costa,SANTO DOMINGO DE LOS TSÁCHILAS,PIÑA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,45.614999999999995,89936.17021276595,,,13846.153846153846,,aspersi?n,CAJA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,850.0,,,,,,700.0,174.2894056847545,850.0,,1679.8048780487804,0.0,,,,0.0,,,,,,,,,,4.0,16.0,8.0,0.0,0.0,27.999881079795458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2971.4285714285716,2000.0,60.0
224,costa,SANTO DOMINGO DE LOS TSÁCHILAS,PLÁTANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,2.4450000000000003,7083.077395577391,,,0.0,,sin riego,OTRA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,,150.0,,,,,,141.66666666666669,,2.5,,0.0,0.0,,,,0.0,,,,,,,,,,1.0204081632653061,2.0,1.015228426395939,0.0,0.0,1.0,4181.818181818187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.13615614400702,,5.633802816901409
40,costa,SANTO DOMINGO DE LOS TSÁCHILAS,YUCA,transitory,2023-12-01,2024-12-01,12.0,1.0,5454.545454545445,,,0.0,,sin riego,SACO,,RAIZ FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2429.9955,,183.33333333333334,,,,,,200.0,150.0,,,88.46153846153845,0.0,,,,0.0,,,,,,,,,,2.0,2.0,1.0,0.0,0.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,80.0
11,oriente,MORONA SANTIAGO,BANANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.11,12689.393939393934,,,0.0,,sin riego,OTRA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,3.3333333333333335,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,oriente,MORONA SANTIAGO,CACAO (ALMENDRA SECA),permanent,2024-01-01,2024-12-01,11.0,0.35,1753.2467532467542,,,0.0,,sin riego,QUINTAL,,ALMENDRA SECA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,12.959782000000002,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,0.7142857142857143,1.4285714285714286,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,oriente,MORONA SANTIAGO,CAFÉ (GRANO ORO),permanent,2024-01-01,2024-12-01,11.0,0.105,759.8484848484834,,,0.0,,sin riego,QUINTAL,,GRANO ORO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,127005.8636,,,,,,127005.8636,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0
42,oriente,MORONA SANTIAGO,CAÑA DE AZÚCAR / OTROS USOS (TALLO FRESCO),permanent,2024-01-01,2024-12-01,11.0,0.5,15151.515151515136,,,0.0,,sin riego,LIBRA,,TALLO FRESCO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2832.0108,,,,,,,,113.39809250000002,,,,0.0,0.0,,,,0.0,,,,,,,,,,10.0,1.1339809250000001,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.83597247517733,181.436948,60.0
8,oriente,MORONA SANTIAGO,FREJOL SECO (GRANO SECO),transitory,2024-06-01,2024-11-01,5.0,0.05,880.6818181818187,,,0.0,,sin riego,QUINTAL,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,,,,,,,,157.01274346153846,,,,0.0,0.0,,,,0.0,,,,,,,,,,9.004856937500001,,,0.0,0.0,0.0,2.8125000000000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,oriente,MORONA SANTIAGO,FREJOL TIERNO (VAINA),transitory,2024-10-01,2024-12-01,2.0,0.25,545.454545454544,,,0.0,,sin riego,,,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,2.72727272727272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,oriente,MORONA SANTIAGO,MAIZ DURO CHOCLO (CHOCLO),transitory,2024-08-01,2024-11-01,3.0,0.2,340.909090909091,,,0.0,,sin riego,QUINTAL,,CHOCLO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,2.3484848484848486,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,oriente,MORONA SANTIAGO,MAIZ DURO SECO (GRANO SECO),transitory,2024-02-01,2024-06-01,4.0,0.125,984.8484848484846,,,0.0,,sin riego,QUINTAL,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,90.718474,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,12.5,3.1130268199233715,,0.0,0.0,0.0,3.8636363636363655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,oriente,MORONA SANTIAGO,MAIZ SUAVE SECO (GRANO SECO),transitory,2024-07-01,2024-11-01,4.0,0.4,727.2727272727279,,,0.0,,sin riego,QUINTAL,,MAZORCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,,,,,,,157.01274346153846,,,,0.0,0.0,,,,0.0,,,,,,,,,,1.0,5.2631578947368425,,0.0,0.0,0.0,4.4318181818181746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,oriente,MORONA SANTIAGO,MANI,transitory,2024-01-01,2024-07-01,6.0,0.04,1022.727272727275,,,0.0,,sin riego,QUINTAL,,GRANO DESCASCARADO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2647.992,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,4.31818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,oriente,MORONA SANTIAGO,ORITO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.18,7575.757575757555,,,0.0,,sin riego,OTRA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,oriente,MORONA SANTIAGO,OTROS PERMANENTES,permanent,2024-01-01,2024-12-01,11.0,1.73,6869.142857142857,,,0.0,,sin riego,UNIDAD,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,302.39491333333336,,,,,,145.1495584,211.67643933333332,115.459876,,142.2630615,512.29141625,,,,0.0,,,,,,,,,,3.5153408675,8.0,5.7827787097959185,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2834.9523125,30.9267525,2.5
67,oriente,MORONA SANTIAGO,OTROS TRANSITORIOS,transitory,2024-01-01,2024-11-01,10.0,0.15,1363.6363636363599,,,0.0,,sin riego,QUINTAL,,TUBERCULO FRESCO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2216.2455,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,0.5,,0.0,0.0,0.0,12.727272727272721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1345.6573643333334,,
7,oriente,MORONA SANTIAGO,PIÑA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.165,11409.090909090924,,,0.0,,sin riego,LIBRA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,9.071847400000001,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,1.0,2.25,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,oriente,MORONA SANTIAGO,PLÁTANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.24,12651.515151515136,,,0.0,,sin riego,OTRA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,,680.388555,,,,,,133.33333333333334,,,,0.0,0.0,,,,0.0,,,,,,,,,,2.25,6.666666666666667,1.875,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511.9745666666668,,
1,oriente,MORONA SANTIAGO,TOMATE DE ÁRBOL (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,,10909.090909090917,,,0.0,,sin riego,,,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,oriente,MORONA SANTIAGO,YUCA,transitory,2024-01-01,2024-08-01,7.0,0.25,1477.2727272727252,,,0.0,,sin riego,QUINTAL,,RAIZ FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2429.9955,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,7.142857142857142,1.625,0.0,0.0,0.0,27.27272727272728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2419.159306666667,,
145,oriente,NAPO,CACAO (ALMENDRA SECA),permanent,2024-01-01,2024-12-01,11.0,1.0,386.67951600813774,,,0.0,,sin riego,QUINTAL,,ALMENDRA SECA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,1.0,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,0.6346153846153846,1.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.436948,,3.75
20,oriente,NAPO,CAFÉ (GRANO ORO),permanent,2024-01-01,2024-12-01,11.0,1.0,636.3636363636367,,,0.0,,sin riego,QUINTAL,,GRANO ORO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.1165665,,
2,oriente,NAPO,LIMÓN (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.65,9790.209790209783,,,0.0,,sin riego,COSTAL,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,oriente,NAPO,MAIZ DURO SECO (GRANO SECO),transitory,2024-01-01,2024-12-01,11.0,1.0,3685.5036855036756,,,0.0,,sin riego,QUINTAL,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,276.58071341463415,,,,,,92.19357113821138,,,,0.0,0.0,,,,0.0,,,,,,,,,,1.0002560655527817,1.968503937007874,1.574803149606299,0.0,0.0,0.0,46.79115479115475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,oriente,NAPO,MAIZ SUAVE CHOCLO (CHOCLO),transitory,2024-06-01,2024-12-01,6.0,0.99,734.6189164370979,,,0.0,,sin riego,SACO,,CHOCLO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,oriente,NAPO,OTROS PERMANENTES,permanent,2024-01-01,2024-12-01,11.0,1.225,7560.083594566352,,,0.0,,sin riego,COSTAL,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,529.1910983333333,,,,,,1.3793103448275863,,,,0.6896551724137931,0.0,,,,0.0,,,,,,,,,,0.6896551724137931,1.0057471264367817,0.3333333333333333,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,oriente,NAPO,OTROS TRANSITORIOS,transitory,2023-11-01,2024-11-01,12.0,,2398.6013986014,,,0.0,,sin riego,,,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2216.2455,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,oriente,NAPO,PIÑA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.12,14393.939393939418,,,0.0,,sin riego,LIBRA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,oriente,NAPO,PLÁTANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.0,15194.805194805143,,,0.0,,sin riego,OTRA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,6.714285714285714,2.428571428571429,1.4285714285714286,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.436948,,
24,oriente,NAPO,YUCA,transitory,2024-01-01,2024-08-01,7.0,0.4,7878.787878787891,,,0.0,,sin riego,QUINTAL,,RAIZ FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2429.9955,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,oriente,ORELLANA,ARROZ (EN CÁSCARA),transitory,2024-08-01,2024-12-01,4.0,1.0,1136.3636363636401,,,0.0,,sin riego,QUINTAL,,EN CASCARA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4514.9985,,,,,,,,100.0,,,,100.0,0.0,,,,0.0,,,,,,,,,,2.0,,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,oriente,ORELLANA,CACAO (ALMENDRA SECA),permanent,2024-01-01,2024-12-01,11.0,1.0,545.4545454545449,,,0.0,,sin riego,QUINTAL,,ALMENDRA SECA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,187.91683899999998,,,,,,145.38216987179487,,,,0.0,0.0,,,,0.0,,,,,,,,,,2.0,2.818601947692308,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.7573295,535.9508190769232,20.0
48,oriente,ORELLANA,CAFÉ (GRANO ORO),permanent,2024-01-01,2024-12-01,11.0,1.0,190.909090909091,,,0.0,,sin riego,QUINTAL,,GRANO ORO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,272.155422,,,,,,166.31720233333334,,,,0.0,0.0,,,,0.0,,,,,,,,,,6.0,2.0,1.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.05962546666666,
