"xml_file","exchange_number","exchange_name","general_comment","unit","mean_value","min_value","max_value","max_to_abs_mean_ratio","flags"
"product_mule_live_strategy_9.xml","2","calf, at farm {BR} Economic, U","Animals_total_live_weight_kg_per_1kg_product","kg","0","0","0",,""
"product_goat_live_strategy_9.xml","2","calf, at farm {BR} Economic, U","Animals_total_live_weight_kg_per_1kg_product","kg","0","0","0",,""
"product_goat_live_strategy_9.xml","3","one-day-chicken, at farm {BR} Economic, U","Animals_total_live_weight_kg_per_1kg_product","kg","0","0","0",,""
"product_cattle_live_strategy_9.xml","1","product: cattle_live | summary: strategy_9","cattle_live, goat_live, meat_poultry, ovine_live, swine_live","kg","1",,,,""
"product_goat_live_strategy_9.xml","1","product: goat_live | summary: strategy_9","cattle_live, goat_live, meat_poultry, ovine_live, swine_live","kg","1",,,,""
"product_horse_live_strategy_9.xml","1","product: horse_live | summary: strategy_9","cattle_live, goat_live, meat_poultry, ovine_live, swine_live","kg","1",,,,""
"product_donkey_live_strategy_9.xml","1","product: donkey_live | summary: strategy_9","cattle_live, goat_live, meat_poultry, ovine_live, swine_live","kg","1",,,,""
"product_eggs_strategy_9.xml","1","product: eggs | summary: strategy_9","eggs","kg","1",,,,""
"product_meat_poultry_strategy_9.xml","1","product: meat_poultry | summary: strategy_9","cattle_live, goat_live, meat_poultry, ovine_live, swine_live","kg","1",,,,""
"product_ovine_live_strategy_9.xml","1","product: ovine_live | summary: strategy_9","cattle_live, goat_live, meat_poultry, ovine_live, swine_live","kg","1",,,,""
"product_swine_live_strategy_9.xml","1","product: swine_live | summary: strategy_9","cattle_live, goat_live, meat_poultry, ovine_live, swine_live","kg","1",,,,""
"product_milk_strategy_9.xml","1","product: milk | summary: strategy_9","milk","kg","1",,,,""
"product_mule_live_strategy_9.xml","1","product: mule_live | summary: strategy_9","cattle_live, goat_live, meat_poultry, ovine_live, swine_live","kg","1",,,,""
